Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District
7551052,WHITFIELD COUNTY,EASTSIDE ELEM,71,832.45,8.5,59.2,32.4,91.5,73,833.18,8.2,63.0,28.8,91.8,74,824.14,13.5,62.2,24.3,86.5,77,813.74,32.5,46.8,20.8,67.5,76,805.22,40.8,51.3,7.9,59.2,9,9th
7551054,WHITFIELD COUNTY,VARNELL ELEME,77,837.68,11.7,49.4,39.0,88.3,77,840.26,6.5,61.0,32.5,93.5,76,824.63,22.4,52.6,25.0,77.6,78,820.31,28.2,46.2,25.6,71.8,78,822.83,23.1,56.4,20.5,76.9,9,9th
7552050,WHITFIELD COUNTY,COHUTTA ELEME,54,832.85,13.0,51.9,35.2,87.0,53,832.34,11.3,60.4,28.3,88.7,54,828.52,14.8,59.3,25.9,85.2,53,831.70,20.8,45.3,34.0,79.2,53,830.02,20.8,47.2,32.1,79.2,9,9th
7552052,WHITFIELD COUNTY,PLEASANT GROV,79,832.96,10.1,51.9,38.0,89.9,79,837.61,7.6,57.0,35.4,92.4,80,838.25,10.0,48.8,41.3,90.0,79,834.01,20.3,44.3,35.4,79.7,79,829.41,19.0,48.1,32.9,81.0,9,9th
7552054,WHITFIELD COUNTY,WESTSIDE ELEM,122,838.22,2.5,58.2,39.3,97.5,123,842.19,4.9,53.7,41.5,95.1,120,837.33,12.5,48.3,39.2,87.5,123,838.07,16.3,43.9,39.8,83.7,123,827.78,18.7,51.2,30.1,81.3,9,9th
7553050,WHITFIELD COUNTY,DAWNVILLE ELE,93,829.26,11.8,62.4,25.8,88.2,93,830.90,11.8,65.6,22.6,88.2,93,806.76,39.8,49.5,10.8,60.2,94,831.00,23.4,40.4,36.2,76.6,94,809.89,36.2,52.1,11.7,63.8,9,9th
7553052,WHITFIELD COUNTY,TUNNEL HILL E,58,836.81,5.2,55.2,39.7,94.8,58,844.52,5.2,51.7,43.1,94.8,58,839.53,15.5,46.6,37.9,84.5,58,852.34,8.6,31.0,60.3,91.4,58,836.21,15.5,48.3,36.2,84.5,9,9th
7554050,WHITFIELD COUNTY,DUG GAP ELEME,63,830.46,7.9,66.7,25.4,92.1,65,832.31,9.2,69.2,21.5,90.8,65,828.83,18.5,49.2,32.3,81.5,67,828.04,22.4,44.8,32.8,77.6,66,814.23,31.8,54.5,13.6,68.2,9,9th
7554052,WHITFIELD COUNTY,VALLEY POINT,73,830.08,9.6,63.0,27.4,90.4,74,827.84,14.9,62.2,23.0,85.1,74,822.43,29.7,44.6,25.7,70.3,76,819.08,26.3,50.0,23.7,73.7,76,814.45,27.6,56.6,15.8,72.4,9,9th
7560195,WILCOX COUNTY,WILCOX CO ELE,102,830.46,15.7,51.0,33.3,84.3,103,836.82,10.7,49.5,39.8,89.3,103,826.63,25.2,42.7,32.0,74.8,102,828.39,28.4,33.3,38.2,71.6,103,817.55,29.1,57.3,13.6,70.9,6,8th
7570205,WILKES COUNTY,WASHINGTON EL,123,816.99,25.2,58.5,16.3,74.8,123,825.81,15.4,65.9,18.7,84.6,123,816.22,25.2,56.1,18.7,74.8,123,813.53,38.2,37.4,24.4,61.8,123,802.98,49.6,43.1,7.3,50.4,1,10th
7580175,WILKINSON COUNTY,WILKINSON ELE,142,825.54,6.3,74.6,19.0,93.7,141,838.33,5.0,56.7,38.3,95.0,141,840.77,9.9,48.9,41.1,90.1,144,824.04,26.4,43.8,29.9,73.6,144,820.39,25.7,52.8,21.5,74.3,12,8th
7590111,WORTH COUNTY,WORTH ELEM,265,826.69,10.6,64.5,24.9,89.4,266,831.54,11.3,65.4,23.3,88.7,264,833.26,15.5,50.0,34.5,84.5,271,812.49,35.1,45.8,19.2,64.9,271,808.18,44.3,46.1,9.6,55.7,15,2nd
7610101,ATLANTA PUBLIC SCHOO,PARKSIDE ELEM,54,836.87,7.4,50.0,42.6,92.6,55,845.29,7.3,47.3,45.5,92.7,52,856.69,9.6,30.8,59.6,90.4,63,823.33,27.0,49.2,23.8,73.0,64,825.88,25.0,48.4,26.6,75.0,7,5th
7610103,ATLANTA PUBLIC SCHOO,HERITAGE ACAD,64,814.41,31.3,54.7,14.1,68.8,64,821.97,20.3,60.9,18.8,79.7,64,805.72,39.1,46.9,14.1,60.9,64,799.80,43.8,43.8,12.5,56.3,64,806.50,42.2,46.9,10.9,57.8,7,5th
7610104,ATLANTA PUBLIC SCHOO,DOBBS ELEMENT,67,815.70,25.4,59.7,14.9,74.6,67,823.43,11.9,74.6,13.4,88.1,66,824.47,22.7,47.0,30.3,77.3,69,810.97,34.8,50.7,14.5,65.2,69,814.04,37.7,42.0,20.3,62.3,7,5th
7610105,ATLANTA PUBLIC SCHOO,FINCH ELEMENT,74,814.09,23.0,68.9,8.1,77.0,74,821.70,28.4,52.7,18.9,71.6,74,813.62,31.1,52.7,16.2,68.9,74,795.35,56.8,31.1,12.2,43.2,74,796.30,55.4,41.9,2.7,44.6,7,5th
7610115,ATLANTA PUBLIC SCHOO,KIPP STRIVE A,85,824.79,11.8,64.7,23.5,88.2,87,844.16,9.2,44.8,46.0,90.8,85,836.61,9.4,52.9,37.6,90.6,88,830.58,12.5,56.8,30.7,87.5,88,831.34,14.8,52.3,33.0,85.2,7,5th
7610116,ATLANTA PUBLIC SCHOO,SPRINGDALE PA,54,862.26,0.0,14.8,85.2,100.0,54,865.54,0.0,18.5,81.5,100.0,54,868.30,1.9,27.8,70.4,98.1,54,884.48,1.9,11.1,87.0,98.1,54,872.56,1.9,18.5,79.6,98.1,7,5th
7610117,ATLANTA PUBLIC SCHOO,ATLANTA PREPA,36,809.36,25.0,72.2,2.8,75.0,36,815.33,30.6,61.1,8.3,69.4,36,805.78,36.1,52.8,11.1,63.9,36,782.78,61.1,38.9,0.0,38.9,36,785.89,86.1,13.9,0.0,13.9,7,5th
7610122,ATLANTA PUBLIC SCHOO,KIPP VISION,81,817.91,14.8,66.7,18.5,85.2,81,820.81,22.2,60.5,17.3,77.8,81,822.96,27.2,48.1,24.7,72.8,80,816.16,41.3,33.8,25.0,58.8,80,828.79,23.8,42.5,33.8,76.3,7,5th
7610124,ATLANTA PUBLIC SCHOO,INTOWN CHARTE,41,827.17,7.3,70.7,22.0,92.7,41,831.51,9.8,61.0,29.3,90.2,42,812.12,31.0,59.5,9.5,69.0,42,818.52,26.2,57.1,16.7,73.8,41,813.85,41.5,43.9,14.6,58.5,7,5th
7610196,ATLANTA PUBLIC SCHOO,CASCADE ELEME,67,817.61,19.4,71.6,9.0,80.6,67,826.04,22.4,50.7,26.9,77.6,67,803.75,41.8,50.7,7.5,58.2,68,811.57,33.8,42.6,23.5,66.2,68,817.50,33.8,47.1,19.1,66.2,7,5th
7610199,ATLANTA PUBLIC SCHOO,CENTENNIAL PL,57,839.88,1.8,61.4,36.8,98.2,57,850.89,0.0,45.6,54.4,100.0,55,846.00,9.1,41.8,49.1,90.9,58,847.41,5.2,39.7,55.2,94.8,58,832.52,13.8,53.4,32.8,86.2,7,5th
7610201,ATLANTA PUBLIC SCHOO,CHARLES R DRE,80,843.35,0.0,52.5,47.5,100.0,80,846.38,2.5,60.0,37.5,97.5,80,848.69,5.0,41.3,53.8,95.0,80,848.41,7.5,43.8,48.8,92.5,80,855.70,3.8,36.3,60.0,96.3,7,5th
7610203,ATLANTA PUBLIC SCHOO,HERNDON ELEME,42,805.64,38.1,61.9,0.0,61.9,42,818.12,26.2,50.0,23.8,73.8,42,815.38,42.9,21.4,35.7,57.1,42,786.17,61.9,31.0,7.1,38.1,42,796.52,57.1,40.5,2.4,42.9,7,5th
7610204,ATLANTA PUBLIC SCHOO,MILES ELEMENT,64,823.98,17.2,59.4,23.4,82.8,64,831.56,17.2,54.7,28.1,82.8,64,823.28,26.6,43.8,29.7,73.4,68,813.78,32.4,41.2,26.5,67.6,68,814.69,36.8,44.1,19.1,63.2,7,5th
7610207,ATLANTA PUBLIC SCHOO,HILLSIDE CONA,10,794.80,60.0,40.0,0.0,40.0,10,808.30,40.0,50.0,10.0,60.0,10,768.10,90.0,10.0,0.0,10.0,8,      --,      --,      --,      --,      --,8,      --,      --,      --,      --,      --,7,5th
7610296,ATLANTA PUBLIC SCHOO,PERKERSON ELE,60,820.37,23.3,61.7,15.0,76.7,60,825.05,15.0,68.3,16.7,85.0,60,811.93,36.7,48.3,15.0,63.3,66,797.92,56.1,28.8,15.2,43.9,66,795.53,62.1,36.4,1.5,37.9,7,5th
7610303,ATLANTA PUBLIC SCHOO,BOLTON ACADEM,58,819.84,19.0,62.1,19.0,81.0,58,827.67,17.2,53.4,29.3,82.8,57,825.46,26.3,45.6,28.1,73.7,63,804.44,47.6,36.5,15.9,52.4,63,797.19,55.6,41.3,3.2,44.4,7,5th
7610304,ATLANTA PUBLIC SCHOO,DEERWOOD ACAD,118,823.10,16.9,59.3,23.7,83.1,118,833.81,14.4,52.5,33.1,85.6,118,825.09,24.6,47.5,28.0,75.4,120,815.69,32.5,40.8,26.7,67.5,120,818.73,29.2,48.3,22.5,70.8,7,5th
7610305,ATLANTA PUBLIC SCHOO,BURGESS PETER,30,826.87,10.0,70.0,20.0,90.0,27,834.78,3.7,63.0,33.3,96.3,26,815.35,19.2,65.4,15.4,80.8,32,811.81,31.3,50.0,18.8,68.8,32,803.16,43.8,53.1,3.1,56.3,7,5th
7610405,ATLANTA PUBLIC SCHOO,UNIVERSITY CO,36,819.03,11.1,69.4,19.4,88.9,36,827.78,11.1,69.4,19.4,88.9,36,804.53,41.7,50.0,8.3,58.3,36,805.89,30.6,52.8,16.7,69.4,36,799.08,52.8,41.7,5.6,47.2,7,5th
7610505,ATLANTA PUBLIC SCHOO,NEIGHBORHOOD,56,846.32,0.0,50.0,50.0,100.0,55,843.85,0.0,54.5,45.5,100.0,53,854.15,0.0,37.7,62.3,100.0,56,841.79,12.5,41.1,46.4,87.5,56,833.75,7.1,62.5,30.4,92.9,7,5th
7610604,ATLANTA PUBLIC SCHOO,BAZOLINE E US,69,811.23,27.5,62.3,10.1,72.5,68,819.60,20.6,64.7,14.7,79.4,68,803.65,47.1,42.6,10.3,52.9,70,780.83,72.9,22.9,4.3,27.1,70,788.77,75.7,20.0,4.3,24.3,7,5th
7610605,ATLANTA PUBLIC SCHOO,KIPP WEST ATL,78,831.73,5.1,62.8,32.1,94.9,78,842.26,3.8,50.0,46.2,96.2,78,825.58,16.7,47.4,35.9,83.3,79,823.14,21.5,49.4,29.1,78.5,79,828.37,12.7,60.8,26.6,87.3,7,5th
7611052,ATLANTA PUBLIC SCHOO,BETHUNE ELEME,49,822.41,16.3,69.4,14.3,83.7,49,832.53,10.2,65.3,24.5,89.8,49,822.51,20.4,59.2,20.4,79.6,49,810.04,30.6,53.1,16.3,69.4,49,810.59,34.7,59.2,6.1,65.3,7,5th
7611053,ATLANTA PUBLIC SCHOO,BOYD ELEMENTA,57,825.53,14.0,64.9,21.1,86.0,59,834.93,5.1,66.1,28.8,94.9,57,838.84,10.5,47.4,42.1,89.5,62,821.55,29.0,37.1,33.9,71.0,62,821.89,32.3,40.3,27.4,67.7,7,5th
7611063,ATLANTA PUBLIC SCHOO,HUTCHINSON EL,67,811.91,22.4,70.1,7.5,77.6,67,819.81,20.9,68.7,10.4,79.1,67,812.63,37.3,41.8,20.9,62.7,67,798.45,53.7,34.3,11.9,46.3,67,804.00,49.3,44.8,6.0,50.7,7,5th
7611064,ATLANTA PUBLIC SCHOO,KIMBERLY ELEM,82,813.55,25.6,64.6,9.8,74.4,82,820.68,20.7,63.4,15.9,79.3,82,804.41,37.8,48.8,13.4,62.2,86,793.15,55.8,37.2,7.0,44.2,86,799.08,51.2,48.8,0.0,48.8,7,5th
7611066,ATLANTA PUBLIC SCHOO,RIVERS ELEMEN,80,836.90,8.8,53.8,37.5,91.3,80,840.78,7.5,51.3,41.3,92.5,78,835.78,20.5,41.0,38.5,79.5,80,847.88,21.3,30.0,48.8,78.8,79,825.73,24.1,46.8,29.1,75.9,7,5th
7611068,ATLANTA PUBLIC SCHOO,TOWNS ELEMENT,47,824.28,17.0,55.3,27.7,83.0,47,833.02,10.6,61.7,27.7,89.4,47,823.81,21.3,53.2,25.5,78.7,52,805.71,44.2,38.5,17.3,55.8,52,809.94,34.6,55.8,9.6,65.4,7,5th
7611208,ATLANTA PUBLIC SCHOO,IMAGINE WESLE,48,832.46,8.3,58.3,33.3,91.7,48,836.31,12.5,54.2,33.3,87.5,48,830.83,14.6,50.0,35.4,85.4,48,820.48,33.3,45.8,20.8,66.7,48,814.98,35.4,45.8,18.8,64.6,7,5th
7611560,ATLANTA PUBLIC SCHOO,GARDEN HILLS,85,829.91,16.5,56.5,27.1,83.5,85,834.86,10.6,52.9,36.5,89.4,85,827.76,31.8,32.9,35.3,68.2,85,828.02,17.6,51.8,30.6,82.4,85,828.04,23.5,49.4,27.1,76.5,7,5th
7611567,ATLANTA PUBLIC SCHOO,SMITH ELEMENT,144,857.08,0.7,27.1,72.2,99.3,146,856.67,2.1,33.6,64.4,97.9,145,867.90,5.5,25.5,69.0,94.5,150,861.48,8.0,24.0,68.0,92.0,148,853.43,7.4,32.4,60.1,92.6,7,5th
7611664,ATLANTA PUBLIC SCHOO,MORNINGSIDE E,96,871.88,1.0,14.6,84.4,99.0,96,871.65,1.0,18.8,80.2,99.0,95,890.48,0.0,9.5,90.5,100.0,96,910.98,2.1,3.1,94.8,97.9,96,877.24,3.1,10.4,86.5,96.9,7,5th
7612050,ATLANTA PUBLIC SCHOO,ADAMSVILLE EL,60,810.80,30.0,61.7,8.3,70.0,60,817.72,28.3,55.0,16.7,71.7,60,824.30,35.0,33.3,31.7,65.0,61,803.70,47.5,31.1,21.3,52.5,61,799.39,57.4,36.1,6.6,42.6,7,5th
7612053,ATLANTA PUBLIC SCHOO,BRANDON ELEME,123,857.58,0.8,26.8,72.4,99.2,123,857.85,0.0,32.5,67.5,100.0,123,866.92,2.4,30.1,67.5,97.6,125,876.10,4.8,18.4,76.8,95.2,123,870.16,4.9,20.3,74.8,95.1,7,5th
7612057,ATLANTA PUBLIC SCHOO,CONNALLY ELEM,83,811.66,30.1,66.3,3.6,69.9,83,819.20,18.1,68.7,13.3,81.9,83,809.58,36.1,50.6,13.3,63.9,85,785.60,65.9,30.6,3.5,34.1,85,794.55,65.9,32.9,1.2,34.1,7,5th
7612059,ATLANTA PUBLIC SCHOO,EAST LAKE ELE,37,822.73,10.8,75.7,13.5,89.2,37,831.89,13.5,64.9,21.6,86.5,37,821.22,18.9,59.5,21.6,81.1,38,805.55,34.2,52.6,13.2,65.8,38,804.63,44.7,50.0,5.3,55.3,7,5th
7612062,ATLANTA PUBLIC SCHOO,HOPE ELEMENTA,30,822.77,13.3,66.7,20.0,86.7,29,825.03,13.8,69.0,17.2,86.2,28,828.00,28.6,39.3,32.1,71.4,31,805.61,45.2,45.2,9.7,54.8,30,810.23,36.7,50.0,13.3,63.3,7,5th
7612560,ATLANTA PUBLIC SCHOO,GIDEONS ELEME,84,814.81,29.8,53.6,16.7,70.2,84,822.63,17.9,65.5,16.7,82.1,84,816.77,32.1,46.4,21.4,67.9,84,806.65,36.9,44.0,19.0,63.1,84,809.54,35.7,50.0,14.3,64.3,7,5th
7612563,ATLANTA PUBLIC SCHOO,JACKSON ELEME,126,855.07,2.4,26.2,71.4,97.6,126,862.57,0.8,27.8,71.4,99.2,125,876.61,1.6,19.2,79.2,98.4,126,878.13,5.6,17.5,77.0,94.4,126,866.25,2.4,26.2,71.4,97.6,7,5th
7612564,ATLANTA PUBLIC SCHOO,LIN ELEMENTAR,94,852.05,3.2,35.1,61.7,96.8,94,851.96,2.1,54.3,43.6,97.9,94,872.34,2.1,23.4,74.5,97.9,94,883.18,5.3,13.8,80.9,94.7,94,845.64,9.6,39.4,51.1,90.4,7,5th
7612568,ATLANTA PUBLIC SCHOO,VENETIAN HILL,69,812.62,29.0,62.3,8.7,71.0,69,822.78,14.5,72.5,13.0,85.5,69,822.78,23.2,52.2,24.6,76.8,70,791.93,55.7,42.9,1.4,44.3,70,803.20,50.0,41.4,8.6,50.0,7,5th
7612569,ATLANTA PUBLIC SCHOO,WEST MANOR EL,43,851.19,0.0,39.5,60.5,100.0,43,856.30,4.7,32.6,62.8,95.3,43,882.47,4.7,14.0,81.4,95.3,43,853.81,9.3,25.6,65.1,90.7,43,854.86,7.0,25.6,67.4,93.0,7,5th
7613051,ATLANTA PUBLIC SCHOO,BEECHER HILLS,41,822.66,17.1,61.0,22.0,82.9,38,835.24,7.9,63.2,28.9,92.1,38,822.37,15.8,63.2,21.1,84.2,43,806.74,39.5,41.9,18.6,60.5,43,805.44,53.5,34.9,11.6,46.5,7,5th
7613057,ATLANTA PUBLIC SCHOO,CONTINENTAL C,41,812.22,29.3,68.3,2.4,70.7,41,818.24,12.2,82.9,4.9,87.8,39,808.85,46.2,38.5,15.4,53.8,43,805.91,44.2,37.2,18.6,55.8,44,797.39,56.8,40.9,2.3,43.2,7,5th
7613059,ATLANTA PUBLIC SCHOO,FAIN ELEMENTA,41,809.78,24.4,70.7,4.9,75.6,42,823.38,16.7,73.8,9.5,83.3,40,799.00,62.5,27.5,10.0,37.5,48,786.71,60.4,37.5,2.1,39.6,48,792.65,70.8,29.2,0.0,29.2,7,5th
7613065,ATLANTA PUBLIC SCHOO,PEYTON FOREST,86,821.66,17.4,65.1,17.4,82.6,86,833.40,11.6,58.1,30.2,88.4,86,807.98,39.5,51.2,9.3,60.5,86,817.00,29.1,47.7,23.3,70.9,86,814.27,27.9,59.3,12.8,72.1,7,5th
7613069,ATLANTA PUBLIC SCHOO,WHITE ELEMENT,49,825.59,10.2,71.4,18.4,89.8,49,841.06,4.1,61.2,34.7,95.9,48,846.15,14.6,22.9,62.5,85.4,52,810.67,30.8,57.7,11.5,69.2,52,804.94,40.4,57.7,1.9,59.6,7,5th
7613559,ATLANTA PUBLIC SCHOO,FICKETT ELEME,98,819.71,17.3,71.4,11.2,82.7,98,830.37,10.2,71.4,18.4,89.8,96,833.40,14.6,52.1,33.3,85.4,99,807.03,41.4,43.4,15.2,58.6,99,807.61,40.4,51.5,8.1,59.6,7,5th
7613566,ATLANTA PUBLIC SCHOO,SCOTT ELEMENT,58,814.31,13.8,77.6,8.6,86.2,58,816.79,19.0,72.4,8.6,81.0,56,803.43,39.3,44.6,16.1,60.7,58,793.66,50.0,41.4,8.6,50.0,58,796.36,53.4,44.8,1.7,46.6,7,5th
7613569,ATLANTA PUBLIC SCHOO,WHITEFOORD EL,28,821.75,10.7,78.6,10.7,89.3,29,832.55,3.4,79.3,17.2,96.6,28,824.04,14.3,75.0,10.7,85.7,30,811.40,16.7,73.3,10.0,83.3,30,812.67,33.3,56.7,10.0,66.7,7,5th
7614056,ATLANTA PUBLIC SCHOO,CLEVELAND ELE,43,825.53,9.3,65.1,25.6,90.7,43,841.37,2.3,58.1,39.5,97.7,43,851.56,7.0,34.9,58.1,93.0,43,821.88,16.3,60.5,23.3,83.7,43,817.65,18.6,69.8,11.6,81.4,7,5th
7614057,ATLANTA PUBLIC SCHOO,COOK ELEMENTA,42,820.57,16.7,61.9,21.4,83.3,42,828.60,4.8,78.6,16.7,95.2,42,820.93,19.0,64.3,16.7,81.0,47,802.57,46.8,40.4,12.8,53.2,47,799.09,55.3,38.3,6.4,44.7,7,5th
7614063,ATLANTA PUBLIC SCHOO,M A JONES ELE,87,818.59,13.8,72.4,13.8,86.2,89,823.71,14.6,70.8,14.6,85.4,87,821.98,19.5,60.9,19.5,80.5,89,799.56,49.4,46.1,4.5,50.6,89,811.31,32.6,59.6,7.9,67.4,7,5th
7614066,ATLANTA PUBLIC SCHOO,SLATER ELEMEN,86,809.64,32.6,57.0,10.5,67.4,86,817.87,20.9,66.3,12.8,79.1,86,803.15,45.3,48.8,5.8,54.7,86,798.06,50.0,41.9,8.1,50.0,85,793.71,68.2,27.1,4.7,31.8,7,5th
7615051,ATLANTA PUBLIC SCHOO,BENTEEN ELEME,26,835.81,0.0,76.9,23.1,100.0,26,839.35,0.0,73.1,26.9,100.0,26,843.46,11.5,50.0,38.5,88.5,26,834.15,0.0,69.2,30.8,100.0,26,834.54,3.8,65.4,30.8,96.2,7,5th
7615054,ATLANTA PUBLIC SCHOO,CAPITOL VIEW,39,836.31,2.6,69.2,28.2,97.4,38,838.84,2.6,63.2,34.2,97.4,40,834.53,15.0,40.0,45.0,85.0,40,835.53,22.5,40.0,37.5,77.5,39,836.28,7.7,48.7,43.6,92.3,7,5th
7615066,ATLANTA PUBLIC SCHOO,D H STANTON E,42,815.43,23.8,66.7,9.5,76.2,42,827.33,19.0,57.1,23.8,81.0,42,813.55,33.3,50.0,16.7,66.7,44,799.34,38.6,45.5,15.9,61.4,44,803.30,43.2,54.5,2.3,56.8,7,5th
7615067,ATLANTA PUBLIC SCHOO,THOMASVILLE H,52,817.12,19.2,73.1,7.7,80.8,52,826.35,7.7,76.9,15.4,92.3,52,812.37,26.9,57.7,15.4,73.1,54,802.91,42.6,51.9,5.6,57.4,54,802.54,42.6,51.9,5.6,57.4,7,5th
7615558,ATLANTA PUBLIC SCHOO,DUNBAR ELEMEN,45,805.11,37.8,60.0,2.2,62.2,45,813.76,31.1,62.2,6.7,68.9,45,784.82,64.4,35.6,0.0,35.6,45,794.20,48.9,48.9,2.2,51.1,45,790.29,73.3,26.7,0.0,26.7,7,5th
7615560,ATLANTA PUBLIC SCHOO,GROVE PARK EL,75,812.40,33.3,54.7,12.0,66.7,75,814.91,22.7,68.0,9.3,77.3,75,803.89,40.0,49.3,10.7,60.0,76,796.42,51.3,35.5,13.2,48.7,76,797.79,57.9,36.8,5.3,42.1,7,5th
7615562,ATLANTA PUBLIC SCHOO,HUMPHRIES ELE,41,826.80,2.4,85.4,12.2,97.6,41,837.17,4.9,73.2,22.0,95.1,42,830.88,26.2,28.6,45.2,73.8,44,807.98,40.9,47.7,11.4,59.1,43,807.77,41.9,48.8,9.3,58.1,7,5th
7615566,ATLANTA PUBLIC SCHOO,F L STANTON,56,813.36,32.1,64.3,3.6,67.9,56,820.39,16.1,71.4,12.5,83.9,56,802.73,48.2,46.4,5.4,51.8,56,798.46,48.2,44.6,7.1,51.8,56,797.36,55.4,37.5,7.1,44.6,7,5th
7615567,ATLANTA PUBLIC SCHOO,TOOMER ELEMEN,24,830.88,8.3,66.7,25.0,91.7,26,838.81,3.8,53.8,42.3,96.2,23,833.17,17.4,47.8,34.8,82.6,26,823.73,26.9,46.2,26.9,73.1,26,833.38,19.2,46.2,34.6,80.8,7,5th
7615569,ATLANTA PUBLIC SCHOO,WOODSON ELEME,62,810.66,27.4,62.9,9.7,72.6,62,821.05,19.4,62.9,17.7,80.6,61,816.56,31.1,50.8,18.0,68.9,62,790.05,62.9,32.3,4.8,37.1,62,796.13,61.3,37.1,1.6,38.7,7,5th
7630110,BREMEN CITY,BREMEN ACAD,152,842.84,5.3,46.1,48.7,94.7,150,845.66,4.0,54.0,42.0,96.0,152,861.07,4.6,34.9,60.5,95.4,152,857.29,7.2,33.6,59.2,92.8,152,850.06,8.6,37.5,53.9,91.4,11,11th
7640100,BUFORD CITY,BUFORD ACADEM,218,833.32,7.8,61.5,30.7,92.2,222,839.50,5.4,56.3,38.3,94.6,219,847.39,13.2,37.9,48.9,86.8,225,832.94,23.6,39.6,36.9,76.4,223,823.04,24.7,53.4,22.0,75.3,7,7th
7650405,CALHOUN CITY,CALHOUN ELEME,258,836.72,6.6,57.0,36.4,93.4,259,843.92,3.9,54.8,41.3,96.1,257,852.77,5.8,44.0,50.2,94.2,262,839.02,17.2,39.7,43.1,82.8,262,830.75,17.6,50.8,31.7,82.4,11,11th
7660106,CARROLLTON CITY,CARROLLTON MI,333,840.93,6.6,47.1,46.2,93.4,329,843.55,5.2,53.5,41.3,94.8,330,852.69,4.2,44.5,51.2,95.8,344,847.20,18.0,30.2,51.7,82.0,343,825.43,23.9,51.0,25.1,76.1,16,3rd
7670191,CARTERSVILLE CITY,CARTERS ELEME,310,841.48,2.9,52.6,44.5,97.1,306,844.74,2.6,55.2,42.2,97.4,302,862.21,3.3,35.1,61.6,96.7,319,835.21,17.2,43.9,38.9,82.8,319,828.73,20.1,50.5,29.5,79.9,11,11th
7691050,CHICKAMAUGA CITY,CHICKAMAUGA E,100,837.26,0.0,65.0,35.0,100.0,100,838.37,2.0,66.0,32.0,98.0,98,847.00,2.0,45.9,52.0,98.0,101,846.64,5.9,46.5,47.5,94.1,101,830.65,11.9,62.4,25.7,88.1,11,9th
7710105,COMMERCE CITY,COMMERCE MIDD,102,836.42,2.9,61.8,35.3,97.1,101,843.29,4.0,57.4,38.6,96.0,98,846.34,9.2,43.9,46.9,90.8,103,849.02,9.7,37.9,52.4,90.3,103,866.34,3.9,21.4,74.8,96.1,10,10th
7720101,DALTON CITY,PARK CREEK EL,92,824.41,15.2,59.8,25.0,84.8,91,828.87,13.2,63.7,23.1,86.8,93,827.14,18.3,54.8,26.9,81.7,95,818.73,36.8,44.2,18.9,63.2,92,817.75,28.3,48.9,22.8,71.7,9,9th
7720105,DALTON CITY,BLUE RIDGE SC,97,825.88,9.3,67.0,23.7,90.7,98,830.90,10.2,61.2,28.6,89.8,99,832.32,11.1,59.6,29.3,88.9,101,810.37,43.6,38.6,17.8,56.4,99,808.74,39.4,51.5,9.1,60.6,9,9th
7720173,DALTON CITY,WESTWOOD ELEM,84,840.11,3.6,48.8,47.6,96.4,83,848.22,2.4,47.0,50.6,97.6,83,847.11,2.4,49.4,48.2,97.6,85,841.31,14.1,40.0,45.9,85.9,84,839.54,13.1,46.4,40.5,86.9,9,9th
7720301,DALTON CITY,CITY PARK SCH,108,825.98,15.7,57.4,26.9,84.3,108,834.91,8.3,63.0,28.7,91.7,106,833.92,15.1,43.4,41.5,84.9,110,828.14,25.5,39.1,35.5,74.5,110,828.32,20.0,51.8,28.2,80.0,9,9th
7721050,DALTON CITY,BROOKWOOD ELE,85,845.35,2.4,48.2,49.4,97.6,85,855.01,1.2,40.0,58.8,98.8,83,865.61,2.4,26.5,71.1,97.6,86,845.60,12.8,39.5,47.7,87.2,86,847.53,7.0,41.9,51.2,93.0,9,9th
7721052,DALTON CITY,ROAN ELEMENTA,63,823.10,11.1,71.4,17.5,88.9,64,830.91,7.8,67.2,25.0,92.2,64,831.11,15.6,56.3,28.1,84.4,65,812.82,36.9,47.7,15.4,63.1,64,808.97,39.1,50.0,10.9,60.9,9,9th
7730305,DECATUR CITY,GLENNWOOD ACA,192,846.35,6.3,37.0,56.8,93.8,190,844.88,3.2,52.6,44.2,96.8,189,854.36,8.5,36.0,55.6,91.5,194,845.95,14.9,32.5,52.6,85.1,193,835.72,14.0,48.7,37.3,86.0,7,4th
7740104,DUBLIN CITY,MOORE STREET,200,818.18,19.5,67.5,13.0,80.5,200,829.54,10.5,66.5,23.0,89.5,198,796.79,52.5,44.9,2.5,47.5,199,800.35,47.2,42.7,10.1,52.8,199,802.80,49.7,42.2,8.0,50.3,6,8th
